RXCUI,INGREDIENT
205326,lisinopril
1594593,succinylcholine
198102,vitamin k1
1812194,dexamethasone
1807634,sodium chloride
1049640,acetaminophen
1049640,oxycodone
1658221,magnesium sulfate
248656,azithromycin
1923427,sotalol
1724784,bupivacaine
790473,sennosides; usp
351250,escitalopram
1795607,glucose
1665507,levofloxacin
1795612,glucose
315187,prednisone
317110,isosorbide
1724276,hydromorphone
284397,dexmedetomidine
904467,pravastatin
1650143,doxycycline
1741760,albumin human; usp
810002,lacosamide
1665459,ketorolac
197518,clindamycin
993466,midodrine
670031,potassium chloride
1719290,furosemide
894780,morphine
834135,chlorhexidine
308988,carbidopa
308988,levodopa
859419,rosuvastatin
1020477,diphenhydramine
892672,morphine
404553,carbidopa
404553,entacapone
404553,levodopa
197627,doxazosin
1742404,albumin human; usp
314106,metronidazole
1376336,prednisolone
1666781,atropine
1725177,bupivacaine
314277,venlafaxine
1738495,paroxetine
39954,zinc sulfate
1011741,aliskiren
1809578,immunoglobulin g
412018,biotin
313578,vasopressin (usp)
858747,ursodeoxycholate
106302,tretinoin
2468235,sars-cov-2 (covid-19) vaccine; mrna spike protein
596926,duloxetine
1807552,sodium chloride
861366,fondaparinux
849418,glucose
238154,acetaminophen
238154,caffeine
238154,butalbital
242694,glucose
1943345,spironolactone
801057,polyethylene glycol 3350
801057,sodium bicarbonate
801057,potassium chloride
801057,sodium chloride
804626,menthol
1047908,hyoscyamine
848180,betamethasone
2108259,albuterol
2108259,ipratropium
198857,simethicone
1869279,ethanol
858733,ursodeoxycholate
1660014,epinephrine
795774,lamotrigine
854238,enoxaparin
312242,paroxetine
1660934,mometasone
1660934,formoterol
242461,cilostazol
1665107,cefoxitin
312075,ofloxacin
1666823,midazolam
861487,clobetasol
1433251,hydromorphone
1367420,thrombin
849501,desmopressin
1928567,potassium phosphate
1928567,dibasic potassium phosphate
213069,acitretin
991528,dextromethorphan
991528,promethazine
2168270,fentanyl
847741,lopinavir
847741,ritonavir
245135,fentanyl
312059,nystatin
1659137,tazobactam
1659137,piperacillin
307684,acetaminophen
197699,fluconazole
998540,miconazole
860777,moxifloxacin
1655728,adalimumab
1791233,diltiazem
310027,doxycycline
858813,enalapril
807834,levetiracetam
1737568,lidocaine
252931,allopurinol
1014673,cetirizine
861434,clobetasol
876866,thiamine
876866,vitamin a
876866,vitamin e
876866,ascorbic acid
876866,cholecalciferol
876866,ferrous sulfate
876866,vitamin b6
876866,niacin
876866,riboflavin
313583,venlafaxine
2117610,calcium gluconate
1808235,propofol
1719766,eluxadoline
282401,lamotrigine
238719,6-aminocaproic acid
199149,acarbose
6711,melatonin
1272,aztreonam
992809,chloroprocaine
562251,clavulanate
562251,amoxicillin
979113,methylnaltrexone
308714,betamethasone
308714,clotrimazole
896186,salmeterol
896186,fluticasone
310488,glipizide
992395,gatifloxacin
284205,almotriptan
311048,insulin isophane
311048,insulin; regular; human
606947,acetaminophen
606947,dichloralphenazone
606947,isometheptene
310467,gentamicin
311347,linezolid
855189,tolterodine
1665102,cefoxitin
1546438,glycopyrronium
10737,trazodone
1364435,apixaban
5521,hydroxychloroquine
1246592,chondroitin sulfates
1246592,hyaluronate
96304,primidone
828529,albumin human; usp
403799,oxybutynin
258337,triamterene
258337,hydrochlorothiazide
687211,metronidazole
1665105,cefoxitin
1737449,pamidronate
1486981,dapagliflozin
896108,naftifine
669602,thiamine
669602,vitamin b12
669602,ascorbic acid
669602,d-biotin
669602,folic acid
669602,pantothenate
669602,pyridoxine
669602,niacinamide
669602,riboflavin
2110516,salmeterol
2110516,fluticasone
1790644,glycopyrronium
1790644,formoterol
896185,salmeterol
896185,fluticasone
207634,diazoxide
1486202,ribavirin
849599,certolizumab pegol
1365866,nepafenac
208681,triazolam
1234473,dextromethorphan
1234473,guaifenesin
356733,bortezomib
214081,chlorthalidone
2470537,cyclosporine
1190955,testosterone
2106334,diphtheria toxoid vaccine; inactivated
2106334,tetanus toxoid vaccine; inactivated
730063,hypromellose
1797118,dotatate
898725,benazepril
1111683,menthol
207765,nifedipine
900577,ritonavir
904955,ibandronate
1659991,antithrombin iii
809022,hydrochlorothiazide
809022,valsartan
998254,chlorpheniramine
998254,pseudoephedrine
1091157,methylphenidate
1797917,beclomethasone
259581,hypromellose
259581,glycerin
259581,polyethylene glycol 400
1372569,lactobacillus acidophilus
1110988,acetaminophen
1110988,dextromethorphan
1110988,guaifenesin
1110988,phenylephrine
884383,lovastatin
1659595,sulbactam
1659595,ampicillin
1873995,ribociclib
1990745,methadone
849052,lamotrigine
2465248,casirivimab
1112803,vitamin b12
1791228,diltiazem
1797844,ipratropium
199639,melatonin
828555,acetaminophen
1867618,bupivacaine
1867618,epinephrine
1298364,cyclopentolate
403818,moxifloxacin
198953,vitamin b6
207362,minocycline
283406,mirtazapine
198045,nortriptyline
746083,mineral oil
746083,petrolatum
859983,asenapine
346574,theophylline
995270,hydroxyzine
204509,polymyxin b
636141,sodium phosphate
198040,nitroglycerin
313219,terazosin
1300890,baclofen
1945044,vilanterol
1945044,umeclidinium
1945044,fluticasone
2180671,glucagon
966415,levothyroxine
213088,zidovudine
213088,lamivudine
605173,dapsone
308977,carbamazepine
1302833,topiramate
1302833,phentermine
2047608,epoetin alfa
205863,clarithromycin
1086776,vilazodone
705921,estrogens; esterified (usp)
705921,methyltestosterone
198207,scopolamine
897659,verapamil
2123045,zinc oxide
2123045,menthol
310197,estrogens; conjugated (usp)
902313,ribavirin
1923425,sotalol
197931,mercaptopurine
617296,clavulanate
617296,amoxicillin
1487528,vilanterol
1487528,umeclidinium
308869,calcitriol
891709,vitamin e
891709,lutein
891709,zinc oxide
891709,ascorbic acid
891709,cuprous oxide
1040012,ceftaroline fosamil
1099446,triprolidine
1099446,pseudoephedrine
197987,minoxidil
749289,varenicline
1737345,lidocaine
1005706,cholecalciferol
1005706,calcium citrate
807832,levetiracetam
311915,naproxen
731535,ibuprofen
1657982,tocilizumab
1799178,ascorbic acid
1799178,iron carbonyl
995440,codeine
995440,guaifenesin
429558,alpha-d-galactosidase enzyme
721793,quetiapine
311027,insulin isophane
866502,hydrochlorothiazide
866502,metoprolol
1245373,digoxin
966538,beclomethasone
1536148,mometasone
966280,levothyroxine
8703,fenofibrate
1101345,acetaminophen
239191,amoxicillin
1191138,doxorubicin
381174,lactobacillus acidophilus
1099870,valproate
213212,naratriptan
10572,thyroid (usp)
1037045,dabigatran etexilate
476351,ezetimibe
476351,simvastatin
993452,denosumab
2599,clonidine
584414,nystatin
354770,natalizumab
7454,nitrofurantoin
904447,alendronate
746814,mometasone
8308,vitamin k1
377781,triamcinolone
377781,nystatin
1164086,metronidazole
904458,pravastatin
857468,red yeast rice
197625,doxazosin
312078,olanzapine
2260709,pegfilgrastim
312423,vitamin k1
905032,risedronate
207093,naproxen
991370,calcium carbonate
1855057,bezlotoxumab
2047766,metoprolol
11377,xylitol
823938,hydrochlorothiazide
823938,irbesartan
1314768,tobramycin
606990,ibuprofen
213155,guaifenesin
205534,desonide
199143,niacin
641,amikacin
205669,dexamethasone
1115449,leuprolide
252730,melatonin
847211,insulin lispro protamine; human
847211,insulin lispro
485020,mycophenolic acid
1741380,albumin human; usp
391874,esomeprazole
282561,methoxsalen
730778,s-adenosylmethionine
352083,methoxsalen
199058,mycophenolate mofetil
692578,esomeprazole
1945218,vaborbactam
1945218,meropenem
1809730,immunoglobulin g
197411,bromocriptine
1926331,insulin lispro
998541,miconazole
603642,carbetapentane
603642,phenylephrine
603642,pyrilamine
310116,epinephrine
860231,megestrol
428485,calcium carbonate
428485,cholecalciferol
810000,lacosamide
577154,megestrol
1996246,daptomycin
485484,tizanidine
1806884,lisinopril
259111,insulin lispro protamine; human
259111,insulin lispro
198036,nifedipine
150986,albumin human; usp
1250907,aspirin
1250907,diphenhydramine
861762,metformin
861762,rosiglitazone
1361574,heparin
998028,ondansetron
707677,sodium chloride
866472,hydrochlorothiazide
866472,metoprolol
1743869,dopamine
359296,calcium acetate
199193,famciclovir
1663815,meclizine
313571,vancomycin
977998,loperamide
977998,simethicone
2049891,vancomycin
727575,furosemide
1723740,diphenhydramine
884223,clonidine
1806380,gabapentin
894911,morphine
1053664,fentanyl
199212,cisatracurium
1665327,lorazepam
213570,salmon calcitonin
854177,dexamethasone
903847,pyridostigmine
890854,magnesium oxide
2118448,vancomycin
1050798,amlodipine
1050798,aliskiren
1050798,hydrochlorothiazide
806728,sodium chloride
308377,ascorbic acid
668628,fentanyl
608013,loratadine
197986,minoxidil
966765,beclomethasone
897758,hydromorphone
897021,dalfampridine
349545,aripiprazole
1428828,thiamine
1428828,vitamin a
1428828,vitamin b12
1428828,vitamin e
1428828,ascorbic acid
1428828,cholecalciferol
1428828,vitamin b6
1428828,folic acid
1428828,niacin
1428828,riboflavin
1428828,sodium fluoride
993462,midodrine
2562541,calcium gluconate
895227,morphine
2263505,acyclovir
389173,omeprazole
861578,meperidine
861578,promethazine
2530882,fosphenytoin
1543207,insulin; regular; human
1373045,dextromethorphan
1867938,epinephrine
1867938,lidocaine
1306898,hydromorphone
617299,baclofen
885878,clonidine
1310503,chlorpheniramine
1310503,ibuprofen
1310503,phenylephrine
312288,acetaminophen
312288,pentazocine
2123190,romosozumab
1116285,ephedrine
352047,darbepoetin alfa
1666837,fentanyl
2539191,meperidine
793741,sodium polystyrene sulfonate
308182,amoxicillin
1421893,lidocaine
861463,meperidine
898718,pregabalin
389113,loratadine
389113,pseudoephedrine
904589,sotalol
685574,clindamycin
2396892,dexmedetomidine
1189316,acetaminophen
1189316,dextromethorphan
1189316,phenylephrine
1245245,gentamicin
1245245,hydrocortisone
1245245,miconazole
897676,verapamil
1741375,albumin human; usp
892579,morphine
2000538,lidocaine
833144,milnacipran
238019,ethinyl estradiol
238019,levonorgestrel
1597129,testosterone
724859,armodafinil
312077,olanzapine
1736647,botulinum toxin type b
1190692,atropine
749761,ethinyl estradiol
749761,levonorgestrel
826612,silodosin
798477,hepatitis a vaccine (inactivated) strain hm175
835568,imipramine
857328,bethanechol
1044608,hyoscyamine
311382,loteprednol etabonate
834239,febuxostat
197550,cyclophosphamide
4492,fluorouracil
1790541,infliximab
1367436,etonogestrel
1367436,ethinyl estradiol
1654862,insulin isophane
312673,propantheline
757669,thrombin
861635,timolol
861635,brimonidine
757665,thrombin
317160,temozolomide
310466,gentamicin
312199,paclitaxel
745791,levalbuterol
884707,estradiol
1000153,medroxyprogesterone
1490065,raloxifene
1111663,dextromethorphan
1111663,guaifenesin
198086,phenobarbital
253337,bevacizumab
315220,sulfur
809477,silodosin
830261,hepatitis b surface antigen vaccine
248279,zinc oxide
1608327,isavuconazonium
1111261,potassium bicarbonate
206075,erythromycin
219298,thiamine
219298,vitamin a
219298,vitamin b12
219298,vitamin e
219298,ascorbic acid
219298,cholecalciferol
219298,vitamin b6
219298,niacin
219298,riboflavin
2572292,cyclosporine
104155,glycerin
861427,propafenone
6835,methimazole
486133,ziconotide
597980,amlodipine
597980,atorvastatin
1537068,ranitidine
392660,insulin isophane
392660,insulin; regular; human
606096,acetaminophen
606096,guaifenesin
198886,urea
901541,pramipexole
197605,digoxin
905458,levothyroxine
198368,phenobarbital
1294541,sibutramine
1716215,patiromer
848176,betamethasone
2121591,heparin
1658156,hepatitis b surface antigen vaccine
141962,azithromycin
391980,nifedipine
857391,acetaminophen
857391,hydrocodone
1946583,fluticasone
198025,niacinamide
197947,methoxsalen
226917,orlistat
896983,labetalol
433787,esomeprazole
309844,diazepam
1673145,bupivacaine
1673145,epinephrine
432402,cinacalcet
309679,dexamethasone
309679,neomycin
309679,polymyxin b
643127,prednisolone
896237,salmeterol
896237,fluticasone
1251194,lactulose
1723156,amikacin
403875,emtricitabine
197448,levocarnitine
616578,lubiprostone
313919,salmon calcitonin
310006,dolasetron
200176,camphor
200176,menthol
41126,fluticasone
1863565,nusinersen
1043563,metformin
1043563,saxagliptin
860510,carvedilol
617973,povidone-iodine
1101850,phenol
1724341,hydromorphone
1053655,fentanyl
259888,chromium picolinate
259888,gamboge
209247,acarbose
705919,estrogens; esterified (usp)
705919,methyltestosterone
1743953,dopamine
1927693,prasterone
4177,etomidate
19478,bismuth subsalicylate
2447,cholestyramine resin
898687,benazepril
275891,valganciclovir
857297,clomipramine
1544388,methotrexate
894912,morphine
2553903,semaglutide
88014,rizatriptan
311679,metronidazole
107011,triamcinolone
107011,nystatin
312830,risperidone
1117562,loratadine
1117562,pseudoephedrine
87636,fexofenadine
591622,varenicline
204901,arginine
356774,pramlintide
8948,purified protein derivative of tuberculin
1726207,cilastatin
1726207,imipenem
1437968,cyclophosphamide
577307,amyl nitrite
197623,disulfiram
485968,olanzapine
238784,dibucaine
2120195,erenumab
849524,desmopressin
6633,mannose
1191260,fluocinolone
1049162,pseudoephedrine
8629,prazosin
485415,alprazolam
630196,sodium fluoride
1540868,tedizolid
798430,hepatitis b surface antigen vaccine
637216,naltrexone
1743941,dopamine
849431,naproxen
7243,naltrexone
1098240,zinc oxide
1098240,pramoxine
200123,chondroitin sulfates
200123,glucosamine
1423807,glyceryl phosphate
1005834,sulfacetamide
1005834,sulfur
1163131,ciclopirox
617995,clavulanate
617995,amoxicillin
724142,rotigotine
1151101,water
993569,bupropion
198032,nifedipine
835899,cyclosporine
834061,penicillin v
1719862,haloperidol
1657864,rituximab
1792144,triamcinolone
864720,methadone
749786,ethinyl estradiol
749786,inert ingredients
749786,norgestrel
1000987,oxymetazoline
9895,nitroprusside
860654,epinastine
1164617,hydrogen peroxide
308411,aspirin
994239,aspirin
994239,caffeine
994239,butalbital
994239,codeine
636671,varenicline
846044,ascorbic acid
809572,calcium carbonate
809572,cholecalciferol
2123072,albuterol
1665356,aspirin
1244675,guaifenesin
1244675,pseudoephedrine
705156,simethicone
2593376,baclofen
393245,digoxin
311406,mafenide
1653142,golimumab
1736045,levetiracetam
375355,vitamin e
375355,ascorbic acid
198056,oxandrolone
477484,natalizumab
1011736,aliskiren
801092,albuterol
10761,triamcinolone
896218,salmeterol
896218,fluticasone
1809745,immunoglobulin g
2630742,levothyroxine
314000,glyburide
412065,vitamin e
849080,eicosapentaenoate
849080,docosahexaenoate
309290,ciclopirox
993943,acetaminophen
993943,caffeine
993943,butalbital
993943,codeine
252463,folic acid
312529,potassium chloride
308384,ascorbic acid
1014674,cetirizine
828379,fenofibrate
2598692,melatonin
199652,ubidecarenone
237976,fiber
1799696,soybean oil
966184,levothyroxine
1737742,lidocaine
996202,dextran 70
996202,tetrahydrozoline
996202,polyethylene glycol 400
996202,povidone
2599542,nirmatrelvir
2599542,ritonavir
9601,scopolamine
1602594,donepezil
1602594,memantine
1000352,estrogens; conjugated (usp)
1000352,medroxyprogesterone
1294621,tetracycline
1294621,bismuth subcitrate
1294621,metronidazole
1928689,guselkumab
403849,estrogens; conjugated (usp)
904419,alendronate
8214,lecithin
1606490,asenapine
861674,dihydroergotamine
1112895,pectin
1112895,lactobacillus acidophilus
1028454,levomefolate
861018,metformin
998450,miconazole
637366,wheat dextrin
864679,proguanil
864679,atovaquone
1095536,psyllium
830798,diltiazem
978662,diethylpropion
1866518,psyllium
828299,cyclobenzaprine
898694,cholecalciferol
898694,calcium citrate
1736642,botulinum toxin type b
861700,lipase
861700,amylase
861700,protease
197819,indomethacin
905455,levothyroxine
895664,diphenhydramine
895664,ibuprofen
309110,cephalexin
730044,darbepoetin alfa
686379,celecoxib
485496,aripiprazole
665056,acetaminophen
1941742,ergocalciferol
896130,vitamin e
2630746,levothyroxine
1300466,haemophilus influenzae type b; capsular polysaccharide inactivated tetanus toxoid conjugate vaccine
1729059,selexipag
1086605,calcium carbonate
1086605,ergocalciferol
1292313,diphenhydramine
1292313,zinc acetate
313048,hypochlorite
197520,clocortolone
349373,olmesartan
1115584,thioctate
198248,tetracaine
2122343,doxycycline
2377351,methotrexate
1112813,chondroitin sulfates
1112813,glucosamine
197935,metaxalone
1010895,lidocaine
616852,fenofibrate
797063,omeprazole
1495058,propranolol
901610,aztreonam
2104714,leucovorin
1098498,brompheniramine
1098498,pseudoephedrine
245014,ferrous sulfate
1486983,docusate
9010,pyrimethamine
1796087,lidocaine
856733,propranolol
1049182,phenylephrine
830778,ubidecarenone
830778,red yeast rice
