NDC,INGREDIENT
00591038505,acetaminophen
00591038505,hydrocodone
16252051501,ciprofloxacin
64980032430,hydrocortisone
68462063945,nitroglycerin
59011042010,oxycodone
00228202796,alprazolam
53746066901,acebutolol
68382009501,carvedilol
59762480101,citalopram
00378459577,metoprolol
00093761256,olmesartan
00115053301,fenofibrate
00781152601,potassium chloride
66758017092,potassium chloride
59762015702,atorvastatin
68180075103,amlodipine
65162018810,naproxen
65162044210,meclizine
51248015001,solifenacin
43598021085,silver sulfadiazine
68180047803,simvastatin
67877021905,cephalexin
68001023500,potassium chloride
00378363701,cetirizine
31722053812,levetiracetam
59746017710,cyclobenzaprine
00115703302,fludrocortisone
00054006258,citalopram
00378023110,atenolol
00054008826,calcium acetate
60505258008,atorvastatin
59746038610,terazosin
13668017990,rosuvastatin
31722058330,duloxetine
00185005501,metolazone
00054011725,ropinirole
65162005310,citalopram
00378057701,hydrochlorothiazide
00378057701,amiloride
00169183311,insulin; regular; human
16729018317,hydrochlorothiazide
00143129205,methocarbamol
43547027511,donepezil
57237007710,ondansetron
68462039610,omeprazole
00406036001,acetaminophen
00406036001,hydrocodone
00093733801,tamsulosin
31722025090,escitalopram
00555097402,dextroamphetamine
00555097402,amphetamine
50383077504,lidocaine
00378210005,loperamide
50458056401,paliperidone
59148000913,aripiprazole
60505615005,ceftriaxone
67877014705,temazepam
16729004417,atorvastatin
64764004613,lansoprazole
69238126601,oseltamivir
00406324401,hydromorphone
00591084501,glipizide
00781118192,nadolol
00487020160,albuterol
00487020160,ipratropium
65580064471,metolazone
51672404806,betamethasone
51672404806,clotrimazole
00071015523,atorvastatin
00781150701,atenolol
00781107905,alprazolam
00378200493,paroxetine
50111033402,metronidazole
00591322126,testosterone
62037083210,metoprolol
68462019705,pravastatin
00591247260,tamoxifen
00121057616,metoclopramide
70010077001,methocarbamol
13668014130,clopidogrel
00603420928,lisinopril
68382011505,risperidone
51672400105,nortriptyline
00781311964,enoxaparin
62332003231,ropinirole
00781518092,levothyroxine
45802043411,clotrimazole
00409350701,cilastatin
00409350701,imipenem
00093102406,nefazodone
17478021515,atropine
62037070030,diltiazem
55111032205,glimepiride
68180012102,cephalexin
70515061001,omeprazole
70377003014,atorvastatin
68382075810,metformin
00378361201,liothyronine
68382013914,topiramate
00310027460,quetiapine
00378002305,diltiazem
13107015799,paroxetine
00186108805,metoprolol
64980017410,carisoprodol
65162025311,ranitidine
00781223431,omeprazole
00054023763,morphine
00378632577,hydrochlorothiazide
00378632577,valsartan
57237012499,warfarin
13668042905,pantoprazole
45802049326,lactate
67767020101,methylphenidate
00172375970,lisinopril
65862014736,sumatriptan
00603221332,amitriptyline
53746051105,spironolactone
10144060415,tizanidine
00074518290,levothyroxine
55111019301,fexofenadine
31722072250,levofloxacin
16714004112,allopurinol
67877049005,ezetimibe
50111043402,trazodone
76204020060,albuterol
50474059640,levetiracetam
00591578701,nortriptyline
63304084501,metoclopramide
67457040913,haloperidol
00781149668,azithromycin
00955170210,zolpidem
00713022580,triamcinolone
00591261205,acetaminophen
00591261205,hydrocodone
00002327004,duloxetine
13668010401,isosorbide
00603153458,potassium chloride
00781207410,triamterene
00781207410,hydrochlorothiazide
16714050102,terbinafine
43598016430,olanzapine
63653117106,clopidogrel
68546031730,glatiramer
64764011907,colchicine
60505011700,terazosin
68180051301,lisinopril
00245007111,potassium citrate
00172409680,baclofen
00310028460,quetiapine
00186077660,ticagrelor
66993007730,duloxetine
43547025610,carvedilol
00591319872,fentanyl
65862032904,alendronate
00378265001,amitriptyline
00591024005,lorazepam
13107001905,acetaminophen
13107001905,hydrocodone
00378182301,levothyroxine
65862019899,gabapentin
00185014460,amiodarone
53746051401,spironolactone
31722022101,gabapentin
66993066430,duloxetine
00173072020,fluticasone
00093512601,benazepril
62037059705,diltiazem
63304077290,lorazepam
51991074710,duloxetine
00074679922,lopinavir
00074679922,ritonavir
51672412501,carbamazepine
00591321472,fentanyl
00378245710,lorazepam
00093738656,venlafaxine
59762502001,quinapril
00781598801,carbamazepine
45802046564,ketoconazole
61442032205,clonidine
69238110305,ibuprofen
49348007753,isopropyl alcohol
50228014610,hydrochlorothiazide
00169183711,insulin isophane
00169183711,insulin; regular; human
50111046901,propranolol
64980028001,glipizide
65862047605,ramipril
16714061101,sertraline
00009519002,tolterodine
13107015530,paroxetine
00093736856,losartan
00093736856,hydrochlorothiazide
53746046501,ibuprofen
16714061206,sertraline
64764017130,dexlansoprazole
00006384371,ertapenem
23155010601,hydroxyzine
68462035901,nabumetone
00591034701,hydrochlorothiazide
43547036109,losartan
68382052842,cholestyramine resin
00574206130,ciclopirox
00781176401,imipramine
47335060418,alprazolam
68382053701,potassium citrate
60505011405,gabapentin
65580064371,metolazone
65862052701,venlafaxine
10019055388,scopolamine
00378581477,valsartan
31722072630,montelukast
51991029201,oxcarbazepine
00054022125,quetiapine
52817018000,clonidine
00555089902,estradiol
67877015905,metformin
68001012103,metoprolol
00378402801,doxazosin
00378053101,sulindac
00093031101,loperamide
00378385677,escitalopram
68462036001,hydroxyzine
62037086220,enoxaparin
76439013104,alendronate
00591222215,cyclosporine
59762501002,clindamycin
63717089516,acetaminophen
63717089516,hydrocodone
68546017060,deutetrabenazine
55111068301,ibuprofen
60505009400,doxazosin
00093725301,fexofenadine
25021010610,ceftriaxone
00904608361,zolpidem
00781570110,losartan
00603578128,sulfamethoxazole
00603578128,trimethoprim
45802011222,mupirocin
00228266611,gabapentin
00071015823,atorvastatin
00603388128,acetaminophen
00603388128,hydrocodone
65862001705,amoxicillin
55111046605,metoprolol
67253018150,ampicillin
67405050010,terbinafine
00378022877,pioglitazone
00603390021,hydrocortisone
59762372003,alprazolam
53746046401,ibuprofen
00781152610,potassium chloride
00115552210,fenofibrate
69097087612,bupropion
00054353244,lorazepam
65862006201,metoprolol
65862001305,sertraline
00013830304,latanoprost
51079029401,tamsulosin
13668001001,citalopram
69097022416,alendronate
60505252603,modafinil
00487950160,albuterol
67877045005,tamsulosin
60505450209,rosuvastatin
00065027105,olopatadine
00378336099,estradiol
00591561901,diazepam
53489011902,doxycycline
53746020301,acetaminophen
53746020301,oxycodone
51862001601,nortriptyline
67877026490,duloxetine
00781196610,furosemide
65162055310,metaxalone
65862021150,minocycline
55111012390,atorvastatin
55111046705,metoprolol
65862056090,pantoprazole
00781261331,amoxicillin
00378047701,diazepam
57664050918,citalopram
00904634061,metoprolol
16714011105,tramadol
00603210925,amlodipine
13668011690,losartan
13668011690,hydrochlorothiazide
00781573413,lansoprazole
00002323230,fluoxetine
00002323230,olanzapine
59762444002,methylprednisolone
00187301330,pyridostigmine
50458014130,canagliflozin
00093081001,nortriptyline
69097081112,gabapentin
00378035110,haloperidol
45802065087,loratadine
64679078704,carbidopa
64679078704,entacapone
64679078704,levodopa
57962014009,ibrutinib
68382022714,amiodarone
00555028602,dipyridamole
16729021616,sertraline
57237000511,fluconazole
62559015116,oxycodone
00603210932,amlodipine
59762371904,alprazolam
68682036890,diltiazem
55111028050,levofloxacin
00832030400,chlorpromazine
13668048450,minocycline
00603385621,hydrochlorothiazide
00069582060,dofetilide
00115201101,orphenadrine
13668011830,losartan
13668011830,hydrochlorothiazide
00378350505,risperidone
00008121130,desvenlafaxine
00093520601,oxybutynin
59762004802,tolterodine
00185011705,labetalol
61314064610,hydrocortisone
61314064610,neomycin
61314064610,polymyxin b
51672407904,desonide
47781046570,clindamycin
00093081105,nortriptyline
14550051102,gabapentin
68382070201,potassium chloride
59746024601,lamotrigine
00093576956,olanzapine
61958100301,ranolazine
00002411730,olanzapine
65862037405,escitalopram
00781100805,triamterene
00781100805,hydrochlorothiazide
68382005501,warfarin
54458093910,hydrochlorothiazide
50111091601,torsemide
60505700802,fentanyl
00378610105,topiramate
49884053511,modafinil
13107006001,acetaminophen
13107006001,codeine
00555083302,warfarin
00603085781,guaifenesin
00378531001,zolpidem
65862001001,metformin
16729019917,lisinopril
60505068104,cefepime
68462056417,mupirocin
00603129558,acetaminophen
00603129558,hydrocodone
00093514156,alendronate
16729019717,lisinopril
16729002116,pioglitazone
52817033010,cyclobenzaprine
68382006605,simvastatin
70194000330,plecanatide
16714089601,glipizide
00781282301,fluoxetine
43547027110,ropinirole
00378511001,prochlorperazine
69097084905,escitalopram
68180063310,ceftriaxone
60505327500,olanzapine
16729004517,atorvastatin
65862066230,aripiprazole
16729020201,buspirone
64980014901,colchicine
64980014901,probenecid
00378049401,nifedipine
63304029601,hydroxychloroquine
00228300511,clonazepam
00054010122,amlodipine
50383017104,levocarnitine
24979004113,megestrol
68462033490,pramipexole
27241000150,risperidone
00406051201,acetaminophen
00406051201,oxycodone
64679015403,ropinirole
00093725601,glimepiride
00074333330,ritonavir
51079064420,cyclobenzaprine
65862014501,carvedilol
64679092201,cefuroxime
00713063737,metronidazole
51862006201,diazepam
67457034001,vancomycin
49730011230,nitroglycerin
24510007510,tapentadol
43547040850,clonazepam
00093083305,clonazepam
62332003131,ropinirole
47781064910,levothyroxine
68382076214,clarithromycin
64679051602,tamsulosin
00406895901,dextroamphetamine
00228300550,clonazepam
00378311001,temazepam
51672402903,warfarin
66685100202,clavulanate
66685100202,amoxicillin
64980017401,carisoprodol
24208034720,albuterol
31722090405,fluoxetine
16714012302,omeprazole
00378100501,azathioprine
49884094969,megestrol
60505017007,pravastatin
68180011216,levetiracetam
00121087316,lactulose
57664024488,carvedilol
00591033901,diclofenac
68180046301,amlodipine
68180046301,benazepril
00093321205,clonazepam
16714037801,quetiapine
00456114030,vilazodone
00603385721,hydrochlorothiazide
00781537705,lorazepam
49884033611,fluoxetine
67877029605,ibuprofen
00406996001,temazepam
00185007201,lovastatin
00007337313,carvedilol
16714071503,omeprazole
00603295021,clonazepam
00378341101,bupropion
00054302502,acetylcysteine
00093506201,hydroxyzine
16714069211,fluconazole
00591282501,celecoxib
00023932105,brimonidine
43547041611,lisinopril
00093073401,metoprolol
57664012688,acetaminophen
57664012688,hydrocodone
00378395277,atorvastatin
59762480105,citalopram
16714067101,ondansetron
00185064001,phentermine
00591048801,estradiol
00781517501,mycophenolate mofetil
00006380112,rizatriptan
49884073501,fluoxetine
00781285560,ranitidine
00591038801,acetaminophen
00591038801,hydrocodone
00093571201,glyburide
00093571201,metformin
00378207301,lisinopril
00603221721,amitriptyline
00603116158,dicyclomine
65862020390,losartan
68645057559,glipizide
00093081205,nortriptyline
00955101010,enoxaparin
69238183707,levothyroxine
66993089815,betamethasone
66993089815,clotrimazole
10147088306,galantamine
64376063305,alprazolam
68645048970,sertraline
62856024390,rabeprazole
63323012310,methotrexate
00069047102,varenicline
00002879859,insulin lispro protamine; human
00002879859,insulin lispro
33342029809,memantine
68180048509,pravastatin
65862067899,alprazolam
13668044201,celecoxib
00245008711,propranolol
00185079960,rifampin
69238199107,digoxin
00071201223,gabapentin
68180076001,amlodipine
68180076001,benazepril
00115051101,fenofibrate
00074662419,levothyroxine
66733082259,insulin lispro
51672129801,ketoconazole
00548301300,lidocaine
13811068030,aripiprazole
00245531911,potassium chloride
57664017013,acetaminophen
57664017013,hydrocodone
68001039900,fluoxetine
00527138301,clindamycin
00456140230,nebivolol
00409272301,heparin
68180040301,cefprozil
00093874101,mexiletine
60505279500,ibandronate
55111064505,omeprazole
00378016705,doxycycline
00904601260,methotrexate
00093206801,doxazosin
42543014101,hydrocortisone
00378200393,paroxetine
69238183207,levothyroxine
43547027050,ropinirole
51991081701,propranolol
00378561305,levetiracetam
43598021901,amoxicillin
59572050321,pomalidomide
00591084415,glipizide
00093001006,tolterodine
68382013805,topiramate
00143998601,cefaclor
16252051605,ciprofloxacin
00093317431,albuterol
62332009830,aripiprazole
68180035206,sertraline
68382026916,fenofibrate
57664023088,methylphenidate
65862007424,citalopram
43547035510,lisinopril
67877012405,silver sulfadiazine
66758016005,potassium chloride
42806026301,isradipine
00832201250,amantadine
00781103401,trifluoperazine
60505018300,carbamazepine
62332003431,ropinirole
64980015101,amiloride
68382026012,ribavirin
47335000788,entacapone
51991079506,rivastigmine
65862001605,amoxicillin
00074714990,levothyroxine
63304047901,cevimeline
60951060285,acetaminophen
60951060285,oxycodone
00832091015,lorazepam
00131326832,venlafaxine
00781311395,tazobactam
00781311395,piperacillin
31722037590,quinapril
31722037590,hydrochlorothiazide
76385011401,sotalol
61314024502,betaxolol
68462022101,lithium carbonate
31722030201,alfuzosin
16714060101,sertraline
00781537901,lorazepam
00093723656,ondansetron
00093762056,letrozole
00115167808,alendronate
68462027601,desmopressin
50111090101,ethosuximide
43547040310,furosemide
68382031501,valproate
45802042235,desonide
00527260037,metoprolol
61958120101,cobicistat
61958120101,elvitegravir
61958120101,emtricitabine
61958120101,tenofovir disoproxil
00781317986,ceftazidime
59746070510,carisoprodol
00597014090,linagliptin
63323050831,meropenem
00641092825,promethazine
69315013301,imipramine
00065000603,moxifloxacin
65862065260,memantine
65162075350,benazepril
00093319653,cefadroxil
50474080603,rotigotine
45802001402,hydrocortisone
51672412301,carbamazepine
55150020210,pantoprazole
13668043901,fenofibrate
60429032110,donepezil
16729002310,bicalutamide
31722074890,valsartan
67877022501,mycophenolate mofetil
63090034030,pimavanserin
00832532211,potassium chloride
65862064169,azithromycin
68382002905,metformin
00169266015,insulin degludec
65862049647,sulfamethoxazole
65862049647,trimethoprim
00781523864,ondansetron
16714062202,zolpidem
68001021008,lisinopril
00168013460,fluocinonide
62756040203,phenytoin
00781518992,levothyroxine
16714063201,alendronate
16729000615,simvastatin
00093725501,glimepiride
68382056501,metoprolol
00378247401,diclofenac
51224000750,metformin
69097014907,lamotrigine
00093094801,diclofenac
47335023583,methotrexate
00054001829,prednisone
16729015501,ramipril
69097085902,terbinafine
00245018115,valproate
00487980125,ipratropium
00078065920,sacubitril
00078065920,valsartan
68462030201,indomethacin
00378623305,citalopram
44087004403,interferon beta-1a
67425000350,timolol
68180052002,lisinopril
68180052002,hydrochlorothiazide
00258368990,diltiazem
00378534001,diltiazem
16729020001,buspirone
00172435749,ranitidine
50383070530,lorazepam
00023079830,carboxymethylcellulose
00378638001,verapamil
60505082306,salmon calcitonin
00172531270,ciprofloxacin
64764075030,vortioxetine
